,r,beta,model_name,Spectrum RMSE (eV),Spectrum RMSE*<kt>/kT,dloss/z,trace,t_1,doccp,t_2,hophop,sisj,densityNN,densityNNN,density_hopNN,density_NN_hopNN,hopNN_hopNN_ijik,hopNN_hopNN_ijjk,ring_ijkl,ring_ijlk
512,4.8,0.4,trace_t_1_doccp_sisj,0.215193183,0.001513634,0.143066766,-13.34830544,-0.410352646,8.914742369,,,0.102226568,,,,,,,,
513,4.8,0.6,trace_t_1_doccp_sisj,0.214056319,0.000767555,0.142480864,-13.34774838,-0.417492329,8.928431496,,,0.098640058,,,,,,,,
514,4.8,0.8,trace_t_1_doccp_sisj,0.216738348,0.000782064,0.141712088,-13.34683819,-0.427937528,8.950169849,,,0.094709285,,,,,,,,
515,4.8,1,trace_t_1_doccp_sisj,0.200888075,0.000715854,0.226601667,-13.34583349,-0.439087763,8.973892771,,,0.090623944,,,,,,,,
516,4.8,2,trace_t_1_doccp_sisj,0.21876509,0.001179053,0.275657928,-13.36137226,-0.223007687,8.616991575,,,0.151875396,,,,,,,,
517,4.8,4,trace_t_1_doccp_sisj,0,0,0,-13.36137226,-0.223007687,8.616991575,,,0.151875396,,,,,,,,
518,4.8,8,trace_t_1_doccp_sisj,0,0,0,-13.36137226,-0.223007687,8.616991575,,,0.151875396,,,,,,,,
519,3.2,0.05,trace_t_1_doccp_sisj_densityNN,0.223905511,0.006622978,0.077030663,-15.90971376,-2.276643789,9.895534706,,,-0.345766094,2.842684614,,,,,,,
520,3.2,0.1,trace_t_1_doccp_sisj_densityNN,0.224514463,0.009000465,0.078887795,-15.91015983,-2.282684121,9.888011386,,,-0.375521952,2.846268394,,,,,,,
521,3.2,0.125,trace_t_1_doccp_sisj_densityNN,0.225150204,0.009396913,0.078874576,-15.91373322,-2.282370423,9.885916442,,,-0.382059251,2.84978678,,,,,,,
522,3.2,0.15,trace_t_1_doccp_sisj_densityNN,0.225733695,0.009470236,0.080611352,-15.91370648,-2.282026526,9.88152047,,,-0.388113474,2.849594872,,,,,,,
523,3.2,0.2,trace_t_1_doccp_sisj_densityNN,0.227142144,0.009119786,0.080572461,-15.913019,-2.281204467,9.872909411,,,-0.399653172,2.848303699,,,,,,,
524,3.2,0.3,trace_t_1_doccp_sisj_densityNN,0.230519896,0.00767483,0.080465987,-15.89476394,-2.279206036,9.845712298,,,-0.419109283,2.827822587,,,,,,,
525,3.2,0.4,trace_t_1_doccp_sisj_densityNN,0.235273921,0.006193354,0.080339022,-15.861428,-2.276526073,9.808994175,,,-0.433619412,2.791110691,,,,,,,
526,3.2,0.6,trace_t_1_doccp_sisj_densityNN,0.28271043,0.003666934,0.077900253,-15.49403956,-2.305668619,9.595049342,,,-0.495403598,2.424332881,,,,,,,
527,3.2,0.8,trace_t_1_doccp_sisj_densityNN,0.305794749,0.002114143,0.077627888,-15.33355158,-2.295952287,9.447219472,,,-0.488240399,2.254938627,,,,,,,
528,3.2,1,trace_t_1_doccp_sisj_densityNN,0.430003562,0.001020169,0.418611606,-14.7961814,-2.301823247,9.01904284,,,-0.48778974,1.714253389,,,,,,,
529,3.6,0.05,trace_t_1_doccp_sisj_densityNN,0.150864425,0.004683588,0.0710047,-15.98325499,-1.756769499,10.17700708,,,-0.331067584,2.782961689,,,,,,,
530,3.6,0.1,trace_t_1_doccp_sisj_densityNN,0.150569726,0.006463228,0.070979199,-15.9793436,-1.757003955,10.17132163,,,-0.335413615,2.779162352,,,,,,,
531,3.6,0.125,trace_t_1_doccp_sisj_densityNN,0.150465285,0.006765713,0.070965212,-15.97775137,-1.756977557,10.16863302,,,-0.337411517,2.777552264,,,,,,,
532,3.6,0.15,trace_t_1_doccp_sisj_densityNN,0.150361475,0.006843553,0.070947839,-15.97505649,-1.756830258,10.16513442,,,-0.339118846,2.774771991,,,,,,,
533,3.6,0.2,trace_t_1_doccp_sisj_densityNN,0.150201188,0.006632348,0.070903154,-15.96732099,-1.756017426,10.15618539,,,-0.341502659,2.766609355,,,,,,,
534,3.6,0.3,trace_t_1_doccp_sisj_densityNN,0.149111824,0.005549336,0.081291639,-15.2645947,-1.828143043,9.844000366,,,-0.417090494,2.07800617,,,,,,,
535,3.6,0.4,trace_t_1_doccp_sisj_densityNN,0.150545571,0.00514074,0.081284483,-15.33610959,-1.808096672,9.850971643,,,-0.395627618,2.143418878,,,,,,,
536,3.6,0.6,trace_t_1_doccp_sisj_densityNN,0.155888295,0.004264478,0.080930918,-15.33724684,-1.769178409,9.787780641,,,-0.347570407,2.130025587,,,,,,,
537,3.6,0.8,trace_t_1_doccp_sisj_densityNN,0.187998184,0.003236783,0.075244632,-15.62583793,-1.700985347,9.816869577,,,-0.277589474,2.399682042,,,,,,,
538,4,0.05,trace_t_1_doccp_sisj_densityNN,0.129905434,0.003197303,0.07954721,-15.9095003,-1.334474285,10.4074333,,,-0.236036106,2.641689723,,,,,,,
539,4,0.1,trace_t_1_doccp_sisj_densityNN,0.129963846,0.004413839,0.079605373,-15.9158231,-1.335515483,10.41174758,,,-0.238127538,2.648376569,,,,,,,
540,4,0.125,trace_t_1_doccp_sisj_densityNN,0.129948037,0.004599297,0.079612084,-15.91601783,-1.335735643,10.41161763,,,-0.2386368,2.648649353,,,,,,,
541,4,0.15,trace_t_1_doccp_sisj_densityNN,0.129959396,0.004612704,0.079626572,-15.91754494,-1.335990486,10.41240806,,,-0.239256926,2.650269182,,,,,,,
542,4,0.2,trace_t_1_doccp_sisj_densityNN,0.130800677,0.004340401,0.079838969,-15.95094218,-1.336321074,10.43296615,,,-0.241244773,2.684069976,,,,,,,
543,4,0.3,trace_t_1_doccp_sisj_densityNN,0.130773221,0.003502906,0.079815175,-15.95050926,-1.335609917,10.42983685,,,-0.241440432,2.683427262,,,,,,,
544,4,0.4,trace_t_1_doccp_sisj_densityNN,0.130763104,0.002950585,0.079720117,-15.94639329,-1.332870274,10.42148296,,,-0.239129343,2.678478529,,,,,,,
545,4,0.6,trace_t_1_doccp_sisj_densityNN,0.145624384,0.002619119,0.079675996,-15.42791697,-1.348485579,10.13551471,,,-0.239690193,2.159362058,,,,,,,
546,4,0.8,trace_t_1_doccp_sisj_densityNN,0.137670822,0.002174158,0.07799448,-15.27982737,-1.29561495,9.966648292,,,-0.175181003,1.995303506,,,,,,,
547,4,1,trace_t_1_doccp_sisj_densityNN,0.146626724,0.002201438,0.163140565,-15.58296161,-1.286634249,10.1258801,,,-0.177903295,2.298587414,,,,,,,
548,4.4,0.05,trace_t_1_doccp_sisj_densityNN,0.107182504,0.00189782,0.174126289,-16.07619012,-1.023536712,10.82343032,,,-0.170473063,2.784691798,,,,,,,
549,4.4,0.1,trace_t_1_doccp_sisj_densityNN,0.107176462,0.002595132,0.17418762,-16.07739841,-1.024094131,10.82483422,,,-0.171196218,2.786037458,,,,,,,
550,4.4,0.125,trace_t_1_doccp_sisj_densityNN,0.110153472,0.00273482,0.18750485,-15.79288522,-1.007738927,10.60504688,,,-0.151694527,2.49666237,,,,,,,
551,4.4,0.15,trace_t_1_doccp_sisj_densityNN,0.114753946,0.002672874,0.174266172,-16.07862142,-1.024822399,10.82658226,,,-0.172002277,2.787433368,,,,,,,
552,4.4,0.2,trace_t_1_doccp_sisj_densityNN,0.114764295,0.002464789,0.174355346,-16.07976619,-1.025660268,10.82850881,,,-0.172854266,2.788773706,,,,,,,
553,4.4,0.3,trace_t_1_doccp_sisj_densityNN,0.109373647,0.001854022,0.174527104,-16.08128797,-1.027308691,10.83195771,,,-0.174441759,2.790673243,,,,,,,
554,4.4,0.4,trace_t_1_doccp_sisj_densityNN,0.109368635,0.001431496,0.174637546,-16.08086531,-1.028443323,10.8334657,,,-0.175508844,2.790499724,,,,,,,
555,4.4,0.6,trace_t_1_doccp_sisj_densityNN,0.097546478,0.001285711,0.163060999,-15.95471632,-1.022675207,10.73652137,,,-0.168334215,2.662519615,,,,,,,
556,4.8,0.05,trace_t_1_doccp_sisj_densityNN,0.114651942,0.002092933,0.071586427,-15.82131533,-0.780545782,10.92400568,,,-0.106420785,2.525464509,,,,,,,
557,4.8,0.1,trace_t_1_doccp_sisj_densityNN,0.122854213,0.003121962,0.072233609,-15.58413616,-0.758138428,10.72153712,,,-0.087873185,2.284094415,,,,,,,
558,4.8,0.125,trace_t_1_doccp_sisj_densityNN,0.122876554,0.003170367,0.072156083,-15.58527724,-0.758184617,10.72218411,,,-0.088443676,2.285225724,,,,,,,
559,4.8,0.15,trace_t_1_doccp_sisj_densityNN,0.10627395,0.00309156,0.072080061,-15.58623517,-0.758151694,10.72259296,,,-0.088908673,2.286162753,,,,,,,
560,4.8,0.2,trace_t_1_doccp_sisj_densityNN,0.114574477,0.00264586,0.071643031,-15.65421713,-0.76621761,10.78201502,,,-0.095858783,2.35558983,,,,,,,
561,4.8,0.3,trace_t_1_doccp_sisj_densityNN,0.115399819,0.001822508,0.07157666,-15.59044421,-0.758094869,10.72446503,,,-0.090640466,2.29030453,,,,,,,
562,4.8,0.4,trace_t_1_doccp_sisj_densityNN,0.115246185,0.001136923,0.071486459,-15.59217911,-0.758073278,10.72515189,,,-0.091128693,2.292020096,,,,,,,
563,4.8,0.6,trace_t_1_doccp_sisj_densityNN,0.10062105,0.000690947,0.071292337,-15.63225284,-0.762149187,10.75861292,,,-0.094586234,2.332844438,,,,,,,
564,4.8,0.8,trace_t_1_doccp_sisj_densityNN,0.09110815,0.00077946,0.071270383,-15.78523256,-0.769297856,10.87956161,,,-0.100813132,2.48733654,,,,,,,
565,4.8,1,trace_t_1_doccp_sisj_densityNN,0.086996267,0.000616407,0.213581308,-15.58650271,-0.742990645,10.69559677,,,-0.081751184,2.283854053,,,,,,,
566,3.2,0.05,trace_t_1_t_2_doccp,0.284013362,0.008268839,0.363208723,-13.09199891,-2.341273441,8.96599303,0.473441539,,,,,,,,,,
567,3.2,0.1,trace_t_1_t_2_doccp,0.279804349,0.011730829,0.36149094,-13.07285392,-2.350248619,8.944375064,0.582241455,,,,,,,,,,
568,3.2,0.125,trace_t_1_t_2_doccp,0.279483007,0.01241564,0.357242954,-13.07750024,-2.345244344,8.939602121,0.563638447,,,,,,,,,,
569,3.2,0.15,trace_t_1_t_2_doccp,0.27953779,0.01269003,0.357291368,-13.07914863,-2.342548485,8.933248289,0.55759892,,,,,,,,,,
570,3.2,0.2,trace_t_1_t_2_doccp,0.284293861,0.012162141,0.363431395,-13.10033734,-2.321175799,8.912871388,0.458420684,,,,,,,,,,
571,3.2,0.3,trace_t_1_t_2_doccp,0.290225537,0.010286085,0.363118273,-13.11031121,-2.305064825,8.879410247,0.425494756,,,,,,,,,,
572,3.2,0.4,trace_t_1_t_2_doccp,0.306424443,0.008411736,0.370123659,-13.11813384,-2.293440338,8.856543255,0.394369887,,,,,,,,,,
573,3.2,0.6,trace_t_1_t_2_doccp,0.33303285,0.0064426,0.358716526,-13.15887993,-2.24191925,8.753663196,-2.73E-06,,,,,,,,,,
574,3.2,0.8,trace_t_1_t_2_doccp,0.308962606,0.005221421,0.357638041,-13.15464002,-2.244580308,8.739039091,-3.06E-08,,,,,,,,,,
575,3.2,1,trace_t_1_t_2_doccp,0.31357412,0.003673845,0.378459187,-13.12377849,-2.282423386,8.821312193,0.330152644,,,,,,,,,,
576,3.2,2,trace_t_1_t_2_doccp,0.29651704,0.000474182,0.350191996,-13.05258438,-2.369384357,9.028217238,0.673643972,,,,,,,,,,
577,3.2,4,trace_t_1_t_2_doccp,0.370667723,8.45E-06,0.343315527,-13.03634444,-2.376689111,8.955957888,0.662258266,,,,,,,,,,
578,3.6,0.05,trace_t_1_t_2_doccp,0.240273108,0.006284424,0.126890633,-13.26335907,-1.679667722,9.132955976,0.390759077,,,,,,,,,,
579,3.6,0.1,trace_t_1_t_2_doccp,0.241247458,0.008948942,0.126936501,-13.26238828,-1.68443898,9.138434063,0.385735511,,,,,,,,,,
580,3.6,0.125,trace_t_1_t_2_doccp,0.247531693,0.009482305,0.126977017,-13.26208474,-1.686196539,9.139806076,0.382770999,,,,,,,,,,
581,3.6,0.15,trace_t_1_t_2_doccp,0.247270537,0.009677988,0.127029206,-13.26190693,-1.687546806,9.140283105,0.379494493,,,,,,,,,,
582,3.6,0.2,trace_t_1_t_2_doccp,0.251199164,0.009228075,0.132875864,-13.26840666,-1.682495959,9.123761063,0.319240703,,,,,,,,,,
583,3.6,0.3,trace_t_1_t_2_doccp,0.258313639,0.00767959,0.12530911,-13.27301033,-1.678228755,9.103249852,-0.267449158,,,,,,,,,,
584,3.6,0.4,trace_t_1_t_2_doccp,0.257169174,0.006335582,0.125431204,-13.27355117,-1.676482971,9.087345498,-0.26058856,,,,,,,,,,
585,3.6,0.6,trace_t_1_t_2_doccp,0.260642122,0.005084415,0.125667638,-13.27512096,-1.669746419,9.031455833,0.246949494,,,,,,,,,,
586,3.6,0.8,trace_t_1_t_2_doccp,0.294442148,0.004773457,0.125645412,-13.27554813,-1.661203602,8.936212753,-0.240501922,,,,,,,,,,
587,4,0.05,trace_t_1_t_2_doccp,0.200697145,0.005533762,0.133685632,-13.31773799,-1.201086273,9.22456012,0.337915155,,,,,,,,,,
588,4,0.1,trace_t_1_t_2_doccp,0.216580129,0.007671125,0.140175431,-13.31568958,-1.211282868,9.2435879,0.336047424,,,,,,,,,,
589,4,0.125,trace_t_1_t_2_doccp,0.216940552,0.008010541,0.140220037,-13.31487804,-1.215508956,9.251291918,0.334491513,,,,,,,,,,
590,4,0.15,trace_t_1_t_2_doccp,0.217259397,0.008053665,0.140292267,-13.31420143,-1.219215098,9.25787957,-0.332485746,,,,,,,,,,
591,4,0.2,trace_t_1_t_2_doccp,0.217754163,0.007618141,0.140517283,-13.31322729,-1.225219685,9.26797344,-0.327086265,,,,,,,,,,
592,4,0.3,trace_t_1_t_2_doccp,0.218205362,0.006084277,0.141259546,-13.3127277,-1.232221746,9.277284255,-0.310990841,,,,,,,,,,
593,4,0.4,trace_t_1_t_2_doccp,0.218405834,0.004484918,0.133733373,-13.31520269,-1.23240219,9.267946072,0.273519056,,,,,,,,,,
594,4,0.6,trace_t_1_t_2_doccp,0.231749337,0.002795031,0.128462543,-13.32001202,-1.228008252,9.240460076,-0.204790741,,,,,,,,,,
595,4,0.8,trace_t_1_t_2_doccp,0.240278824,0.002726748,0.12913782,-13.32171862,-1.225258234,9.221005927,0.17825778,,,,,,,,,,
596,4,1,trace_t_1_t_2_doccp,0.260325887,0.002885814,0.169015193,-13.32271072,-1.222264118,9.190444353,0.162243889,,,,,,,,,,
597,4,2,trace_t_1_t_2_doccp,0.587943872,0.002964691,0.203299556,-13.32126646,-1.206848565,8.905214258,0.164034521,,,,,,,,,,
598,4,4,trace_t_1_t_2_doccp,0.68286132,0.001141045,0.205855334,-13.30781627,-1.226987492,8.91601644,0.24790827,,,,,,,,,,
599,4.4,0.05,trace_t_1_t_2_doccp,0.200417616,0.004804389,0.145650179,-13.34034325,-0.813660557,9.247832406,0.259815775,,,,,,,,,,
600,4.4,0.1,trace_t_1_t_2_doccp,0.204618654,0.006792241,0.143598218,-13.33699955,-0.834073827,9.285116744,0.25569632,,,,,,,,,,
601,4.4,0.125,trace_t_1_t_2_doccp,0.206771826,0.007149966,0.143548507,-13.33545662,-0.842563653,9.30231593,0.256380388,,,,,,,,,,
602,4.4,0.15,trace_t_1_t_2_doccp,0.208924399,0.007233574,0.143560178,-13.33403714,-0.850399985,9.317987154,-0.25654148,,,,,,,,,,
603,4.4,0.2,trace_t_1_t_2_doccp,0.217035884,0.006890823,0.143769642,-13.3316624,-0.863830966,9.34420092,-0.255050697,,,,,,,,,,
604,4.4,0.3,trace_t_1_t_2_doccp,0.217212408,0.005382197,0.156055248,-13.32938814,-0.881169431,9.37198898,0.237418611,,,,,,,,,,
605,4.4,0.4,trace_t_1_t_2_doccp,0.222765958,0.003783636,0.153375368,-13.32943616,-0.888966851,9.377072052,0.206729449,,,,,,,,,,
606,4.4,0.6,trace_t_1_t_2_doccp,0.232693101,0.00167708,0.15124639,-13.33099129,-0.892831764,9.369429359,0.14949728,,,,,,,,,,
607,4.4,0.8,trace_t_1_t_2_doccp,0.251737664,0.001110465,0.15301423,-13.33182589,-0.893056247,9.366404964,0.121576072,,,,,,,,,,
608,4.8,0.05,trace_t_1_t_2_doccp,0.206173045,0.00352495,0.183344726,-13.33736067,-0.520124087,9.219181307,0.164157624,,,,,,,,,,
609,4.8,0.1,trace_t_1_t_2_doccp,0.180868157,0.006118477,0.17977981,-13.32551909,-0.536717309,9.397582234,0.331960987,,,,,,,,,,
610,4.8,0.125,trace_t_1_t_2_doccp,0.185772871,0.006850188,0.178701091,-13.32366112,-0.548797354,9.424901758,0.336863983,,,,,,,,,,
611,4.8,0.15,trace_t_1_t_2_doccp,0.18831309,0.007413852,0.178658665,-13.32172991,-0.560496432,9.452634879,0.342836028,,,,,,,,,,
612,4.8,0.2,trace_t_1_t_2_doccp,0.213252011,0.005929782,0.186025296,-13.32792414,-0.589280711,9.374541753,0.178699809,,,,,,,,,,
613,4.8,0.3,trace_t_1_t_2_doccp,0.229352222,0.004813373,0.187971802,-13.3234566,-0.620873481,9.442651226,-0.180175055,,,,,,,,,,
614,4.8,0.4,trace_t_1_t_2_doccp,0.239822906,0.003192664,0.203882901,-13.32212431,-0.637673352,9.46426402,-0.151093494,,,,,,,,,,
615,4.8,0.6,trace_t_1_t_2_doccp,0.26208843,0.001573214,0.197422184,-13.32135017,-0.649123249,9.479947629,0.121368811,,,,,,,,,,
616,4.8,0.8,trace_t_1_t_2_doccp,0.28069316,0.000644285,0.211163039,-13.32206168,-0.65015597,9.473514515,-0.085153469,,,,,,,,,,
617,4.8,1,trace_t_1_t_2_doccp,0.295525102,0.000377857,0.213485719,-13.32239059,-0.650134149,9.47343573,0.067810263,,,,,,,,,,
618,4.8,2,trace_t_1_t_2_doccp,0.357860383,0.000458155,0.241185463,-13.32257061,-0.643527421,9.284224507,0.057572804,,,,,,,,,,
619,4.8,4,trace_t_1_t_2_doccp,0.432652917,0.000518699,0.284560807,-13.32264765,-0.638308421,9.137613102,0.054617033,,,,,,,,,,
